Page;Address;Rooms;Size;Price;Description;Weblink;Latitude;Longitude
1;Tösstalstrasse, 8405 Winterthur;4.5;121.0;1110000.0;Hier im Quartier Winterthur-Sennhof verabschiedet sich die Hektik der Stadt, um die Ruhe und frische Luft des Tösstals zu begrüssen. Bei diesen attraktiven Verkaufspreisen darf auch das Portemonnaie aufatmen.In unmittelbarer Nähe zum Bahnhof Sennhof-Kyburg entstehen 21 energieeffiziente 2.5- bis 5.5-Zimmerwohnungen im Minergiestandard mit Anschluss an das bewährte, lokale Fernwärmesystem, Photovoltaik-Anlage und begehrter 3-Stufen Komfortlüftung.Sämtliche Wohnungsgrundrisse, Visualisierungen, den Baubeschrieb sowie einen interaktiven 360 Grad Wohnungsrundgang finden Sie auf der Projektwebseite.Lassen Sie sich inspirieren unter www.altepost-sennhof.ch.;https://www.immoscout24.ch/kaufen/4000762004;47.4871711730957;8.754986763000488
1;Solistrasse 72, 8180 Bülach;4.5;128.0;1402000.0;Angegliedert an das neue Quartier Bülach Nord (Nähe Bahnhof) an der Solistrasse 72 erstellen wir ein attraktives Mehrfamilienhaus mit insgesamt 11 gut konzipierten Eigentumswohnungen im MINERGIE-Standard. Sämtliche Wohnungen sind weiträumig dimensioniert, wobei Wohn-, Esszimmer und Küche einen zusammenhängenden Raum bilden. Ein Waschturm (Waschmaschine/Trockner) in einer der beiden Nasszellen integriert, gehört zum Standard. Entspannen Sie sich auf dem gut besonnten Sitzplatz, Balkon oder Terrasse. Nur noch eine von 11 Eigentumswohnungen warten auf ihre Eigentümer-/innen. Gestalten Sie den Innenausbau nach Ihrem Geschmack und schaffen Sie sich Ihre Wohlfühloase - my home is my castle Wichtige Pluspunkte: • Wärmpepumpe Nachhaltigkeit • Komfortlüftung für ein ideales Wohnklima Tiefgaragenplätze à CHF 42'000.-- stehen selbstverständlich zum Verkauf. Interessiert? Wir freuen uns über Ihren Anruf und stellen Ihnen gerne die umfassende Verkaufsdokumentation zu oder vereinbaren Sie gleich einen Besichtigungstermin (Rohbau).;https://www.immoscout24.ch/kaufen/4001029155;47.530853271484375;8.540647506713867
1;Leuengasse, 8142 Uitikon;3.5;96.0;1660000.0;Keine typische Wohnung, wie man sie kennt. Eher etwas für Individualisten..... lass dich überraschen!Die Dreiraum-Wohnungen im LEANDRO ermöglichen eine zeitgemässe Interpretation des gemeinschaftlichen Wohnen: Das durchdachte Grundrisskonzept mit separaten Schlaf- und Badezimmern sowie gemeinsamer Küche und Wohnbereich macht es möglich. So möchten wir heute als Paar, als WG im Alter, als FreundInnen gemeinsam wohnen und frei leben!Die einzigartige Wohnlage am Fusse des Uetlibergs mit freier Sicht über die Alpen, unmittelbarem Anschluss an die Stadt Zürich, aber auch an die Autobahn, mitten in einer Naherholungszone und direkt an der Landwirtschaftszone mit kompletter Infrastruktur für Einkauf, Kultur und Freizeit lässt kaum Wünsche offen.Für ein unverbindliches Gespräch vor Ort freuen wir uns auf deine Kontaktaufnahme.;https://www.immoscout24.ch/kaufen/4000909024;47.36803436279297;8.462051391601562
1;Jakob-Fügli-Strasse 2, 8048 Zürich;2.5;76.0;1250000.0;"Im beliebten Stadtteil Altstetten, nahe am Lindenplatz, entsteht ein sechsgeschossiger Neubau mit 21 Wohnungen, welche ab 01. Februar 2025 bezugsbereit sind.Das Gebäude ist in eine hochwertig gestaltete Umgebung eingebettet. Rasenflächen sowie die übrigen Bepflanzungen sind fein auf das Areal abgestimmt und schenken eine angenehm ruhige Atmosphäre.Die exklusiven Stadtwohnungen verfügen über mindestens eine Terrasse, einen Balkon oder eine Gartenfläche. Der Wohnungsmix:- 1.5-Zimmerwohnungen, 40.4 m²; Aussenfläche, 4.8 m²- 2.5-Zimmerwohnungen, 56.3 bis 76.0 m²; Aussenflächen, 7.3 bis 75.6 m²- 3.5-Zimmerwohnungen, 84.7 bis 91.0 m²; Aussenflächen, 5.9 bis 57.2 m²Alle Wohnungen verfügen über einen hohen Ausbaustandard und einen schwellenlosen Liftzugang. In Verbindung mit grosszügigen Fensterflächen verleihen die Wohnungen im Attikageschoss einen beeindruckenden Weitblick auf die Stadt Zürich.Im Untergeschoss entsteht eine Tiefgarage mit 7 Autoabstellplätzen und 2 Motorradabstellplätzen.Das Gebäude befindet sich derzeit im Bau.Weiterführende Informationen finden Sie auf www.zuri-square.ch. Gerne senden wir Ihnen bei Interesse die Verkaufsdokumentation zu. Wir freuen uns auf Ihre Kontaktaufnahme.Hinweis: Die gezeigten Visualisierungen dienen nur der Veranschaulichung und repräsentieren nicht zwangsläufig die betreffende Wohnung.";https://www.immoscout24.ch/kaufen/4001110845;47.389793395996094;8.484723091125488
1;Nüsatzstrasse 11, 8248 Laufen-Uhwiesen;4.5;123.0;1280000.0;Im schönen Zürcher-Weinland, in unmittelbarer Nachbarschaft zum Rheinfall und im Einzugsgebiet der historischen Stadt Schaffhausen, erstellen wir an der Nüsatzstrasse 11 in Laufen-Uhwiesen ein Mehrfamilienhaus mit 8 Eigentumswohnungen im Minergie-Standard. Sämtliche Wohnungen sind modern und grosszügig konzipiert. Die grossen Fenster lassen viel Tageslicht in alle Wohnungen. Das Wohnungsangebot umfasst: 2 x 4.5-Zimmer-Gartenwohnungen 1 x 3.5-Zimmer-Gartenwohnung 2 x 4.5-Zimmer-Obergeschosswohnungen 1 x 3.5-Zimmer-Obergeschosswohnung 2 x 4.5-Zimmer-Attikawohnungen 3 x Werkräume Tiefgaragenplätze stehen selbstverständlich zum Verkauf. P+Rail Parkieren beim Bahnhof Schaffhausen und reisen Sie stressfrei zum Arbeitsplatz nach Zürich: schnellste Verbindung ca. 39 Minuten nach Winterthur: schnellste Verbindung ca. 35 Minuten Geniessen Sie die Lebensqualität auf dem Land. Dank guten öffentlichen/verkehrstechnischen Anbindungen können Sie trotzdem das pulsierende Stadtleben auskosten. Mit dem Bus erreichen Sie den Bahnhof Schaffhausen in ca. 19 Minuten. Einkäufe lassen sich bequem im Dorf: Volg, Hofladen und der Metzgerei erledigen. Der Kindergarten, wie auch die Primar-/Sekundarschule können im Ort besucht werden und sind in kurzer Gehdistanz erreichbar. Die Gemeinde Laufen-Uhwiesen mit den Dorfteilen Uhwiesen, Nohl und Laufen liegt an der Nationalstrasse A4 Winterthur-Schaffhausen. Fahrzeit nach Winterthur mit dem Auto ca. 25 Minuten. Interessiert? Wir freuen uns über Ihren Anruf und stellen Ihnen gerne die umfassende Verkaufsdokumentation zu oder vereinbaren Sie gleich einen Besprechungstermin bei uns im Büro. Zudem können die Wohnungen im Rohbau besichtigt werden.;https://www.immoscout24.ch/kaufen/4001029160;47.66926193237305;8.639041900634766
1;Lagerhausweg 5, 8424 Embrach;3.5;104.0;1051000.0;Wir realisieren an zentraler Lage in Embrach ein MFH mit total 11 Einheiten im Eigentum. Im ersten Stock entsteht eine moderne Zahnarztpraxis.Wir denken an die Energie mit: • Minergie Standard • Luft-Wasser-Wärmepumpe • Photovoltaik PP in Garage (pro PP Fr. 37?500) mit Flachband und Management System für E-Mobility ausgestattet.Wenn Sie bereits selbständig einen Augenschein vor Ort genommen haben und die Finanzierung geklärt ist, laden wir Sie gerne zu einem persönlichen Infotermin nach Winterthur ein.Haben wir Ihr Interesse geweckt? - Dann freuen wir uns auf Ihre Kontaktnahme!Mabag AGFür das beste Zuhause!;https://www.immoscout24.ch/kaufen/4001088189;47.50059127807617;8.597563743591309
1;Seestrasse 123, 8820 Wädenswil;3.5;98.0;1295000.0;Auf Sommer 2025 entstehen an ausgezeichneter Lage 17 moderne Eigentumswohnungen und drei Gewerbe- sowie Lagerräume. Der zeitlos schöne Neubau passt sich harmonisch in die bestehende Umgebung ein und befindet an zentraler Lage nahe beim See, beim Bahnhof und Einkauf: CentroLago.Wädenswil ist die ideale Kleinstadt für alle, die eine hohe Lebensqualität suchen. Idyllische Landschaften, vielfältige Kultur- und Freizeitangebote, erstklassige Einkaufsmöglichkeiten und optimale Anbindungen an den ÖV, um die Stadt Zürich und die Ausflugsorte in der näheren und weiteren Umgebung bequem zu erreichen.Angeboten wird u.a. die 3.5-Zimmer-Wohnung Nr. 1 im Hochparterre und einer Netto-Wohnfläche von 98 m2. Die Wohnfläche teilt sich wie folgt auf: Entrée/Korridor 13.5 m2, Wohnen/Essen/Küche 43.0 m2, zwei Zimmer mit 15.5 und 16 m2, Badezimmer mit Dusche/Lavabo/WC/Waschturm 6 m2 und Badewanne/Lavabo/WC 4 m2. Die Loggia (Balkon) hat eine Fläche von 13.0 m2.Alle Geschosse sind über das Treppenhaus und den Lift verbunden. in den Untergeschossen befindet sich auch der Wohnungskeller 11.5 m2, ein allgemeiner Trocknungsraum, ein Kinderwagenraum sowie eine Tiefgarage.Überzeugen Sie sich von den vielen Qualitäten dieses Objektes. Weitere Informationen erhalten Sie über www.centro-lago.ch. Für zusätzliche Auskünfte und eine persönliche Beratung stehen wir gerne zur Verfügung.;https://www.immoscout24.ch/kaufen/4000389488;47.23059844970703;8.673361778259277
1;Dammstrasse 2, 8180 Bülach;3.5;107.0;1525000.0;"Zwischen Bahnhof und Altstadt erstellen wir die attraktive Überbauung ""SUNSET BÜLACH"" an der Dammstrasse 2 mit gut konzipierten Eigentumswohnungen im MINERGIE-Standard und Gewerberäumen. Sämtliche Wohnungen sind grosszügig dimensioniert. Wohn-, Esszimmer und Küche bilden einen zusammenhängenden Raum. Für einen hohen Wohn- und Erholungskomfort verfügen die Wohnungen über einen grossen Balkon, eine Loggia oder eine Terrasse sowie einen Waschturm (Waschmaschine/Trockner) in den Nasszellen integriert. Das Raumangebot umfasst: 2 Gewerberäume im Erdgeschoss 4 2.5-Zimmer-Obergeschosswohnungen 4 3.5-Zimmer-Obergeschosswohnungen 8 4.5-Zimmer-Obergeschosswohnungen 3 3.5-Zimmer-Attikawohnungen verkauft/frei Tiefgaragenplätze stehen selbstverständlich im 1. / 2. Untergeschoss ab CHF 45'000.-- zur Verfügung. Möchten Sie mehr Informationen zu dieser interessanten Überbauung? Gerne stellen wir Ihnen die umfassende Verkaufsdokumentation zu und vereinbaren Sie einen Besprechungstermin bei uns auf dem Büro. Wir freuen uns auf Ihren Anruf.";https://www.immoscout24.ch/kaufen/4001029161;47.52191925048828;8.539836883544922
1;Oberseenerstrasse 46, 8405 Winterthur;4.5;234.0;1765000.0;Dieses Haus wurde soeben fertiggestellt. Der ganze Grundriss des Hauses ist unterkellert.Der weitläufig terrassierte Gartenanteil lädt Sie zum Verweilen ein. • sehr ruhige und zentrale Lage • Erdsonden-Heizung • Raum für Gartengeräte • Veloraum Es gehört ein Auto-Abstellplatz zum Haus, welcher nicht erweiterbar ist.Haben wir Ihr Interesse geweckt? - Dann freuen wir uns auf Ihre Kontaktnahme!L+B AG, HGVFür das beste Zuhause!www.l-b.ch;https://www.immoscout24.ch/kaufen/4001109702;47.48042678833008;8.76822280883789
1;Spyristrasse 34, 8044 Zürich;3.5;101.0;2680000.0;Mitten im beliebten Wohnquartier Fluntern entstehen zwei aussergewöhnliche Mehrfamilienhäuser mit insgesamt zehn 2 1/2- bis 4 1/2-Zimmerwohnungen. Durch die Kombination aus traditionellen und modernen Anspielungen fügen sich die Gebäude harmonisch in die Nachbarschaft ein und die Wohnungen erfüllen mit einem modernen Ausbau und einem stimmigen Designkonzept selbst höchste Ansprüche.Die Liegenschaften werden nachhaltig erstellt und Sie können Ihre Ideen und Wünsche bezüglich Innenausbau und Gestaltung mit einbringen.Weitere Wohnungstypen wollen Sie bitte der Preisliste entnehmen.Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Kontaktaufnahme.;https://www.immoscout24.ch/kaufen/3002233412;47.38279724121094;8.553282737731934
